age,gender,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,uso_no_gaming,stress_level,gaming_cat,grades,grades_original,flag_grades_gt100,flag_ajustado
18,Male,6.23,7.74,4.36,63.68,2.91,8.1,1.87,High,Alto,61.47,61.46903751707893,False,True
23,Female,0.56,2.48,6.83,98.61,3.85,2.66,2.1,Medium,Bajo,88.14,88.13538767705647,False,True
18,Male,4.45,8.62,8.23,73.34,1.17,6.48,2.03,Medium,Medio,97.73,97.73,False,False
16,Male,1.98,2.19,8.94,77.6,3.49,7.43,5.45,Medium,Bajo,72.79,72.79,False,False
23,Male,1.95,1.32,7.49,91.68,4.5,6.45,4.5,Medium,Bajo,71.18,71.18,False,False
18,Male,7.93,4.56,5.9,86.6,3.11,13.34,5.41,Low,Alto,32.77,32.77,False,False
17,Female,6.05,9.81,6.06,95.72,3.88,11.62,5.57,Low,Alto,100.0,102.17504784722018,True,True
16,Female,6.7,1.99,5.76,76.02,1.02,12.34,5.64,Low,Alto,18.36,18.36,False,False
18,Female,4.58,1.92,7.02,74.93,0.37,8.01,3.43,Medium,Medio,47.42,47.42,False,False
17,Female,6.97,7.76,7.7,61.27,1.83,10.35,3.38,Low,Alto,69.11,69.11215503337397,False,True
17,Male,5.16,3.81,8.1,78.51,3.55,10.3,5.14,Low,Medio,49.52,49.52,False,False
21,Female,7.57,7.46,6.08,88.96,3.43,10.23,2.66,Low,Alto,54.58,54.5766592758857,False,True
16,Female,2.25,2.8,7.58,72.05,4.78,3.36,1.11,Medium,Bajo,62.05,62.05,False,False
17,Male,4.76,5.14,8.58,78.51,3.15,7.42,2.66,Medium,Medio,63.52,63.52,False,False
21,Female,5.52,3.39,8.6,68.78,2.06,10.1,4.58,Low,Alto,52.24,52.24469526224957,False,True
18,Other,3.14,5.06,7.52,90.91,3.99,4.76,1.62,Medium,Medio,82.77,82.76626414604591,False,True
19,Female,7.04,7.92,7.18,62.42,0.77,11.96,4.92,Low,Alto,62.52,62.51605247006818,False,True
16,Female,7.84,7.86,6.66,88.22,4.07,12.92,5.08,Low,Alto,56.35,56.35232805367256,False,True
23,Male,3.95,5.64,4.92,75.16,1.83,5.45,1.5,Medium,Medio,53.65,53.65,False,False
22,Male,3.13,9.36,4.62,61.66,0.77,4.62,1.49,High,Medio,77.81,77.81,False,False
22,Male,3.78,3.37,6.43,94.14,0.81,5.77,1.99,Medium,Medio,64.49,64.49,False,False
18,Female,6.82,3.16,4.8,79.51,4.92,9.6,2.78,Low,Alto,47.81,47.80901757862212,False,True
18,Female,5.16,6.52,6.88,83.97,3.12,8.82,3.66,Low,Medio,75.69,75.69,False,False
17,Other,0.36,6.59,7.23,89.28,0.87,3.79,3.43,Medium,Bajo,93.03,93.03,False,False
16,Male,4.34,1.42,6.63,86.2,1.34,9.61,5.27,Medium,Medio,44.9,44.9,False,False
22,Male,0.14,6.47,4.18,89.23,1.86,1.85,1.71,Medium,Bajo,82.2,82.2,False,False
22,Female,6.23,4.37,4.29,90.49,0.28,10.72,4.49,Low,Alto,38.71,38.71,False,False
17,Female,2.63,7.73,4.57,83.57,0.54,6.37,3.74,High,Bajo,81.75,81.75,False,False
22,Male,3.78,8.27,4.77,74.63,3.81,8.46,4.68,High,Medio,77.78,77.78,False,False
23,Female,6.39,5.97,8.95,69.73,3.93,9.1,2.71,Low,Alto,51.5,51.5,False,False
16,Female,0.37,1.02,5.72,96.12,4.94,3.73,3.36,Medium,Bajo,54.29,54.29,False,False
24,Female,1.27,6.73,5.46,98.8,0.34,2.41,1.14,Medium,Bajo,93.78,93.78,False,False
22,Female,3.18,7.74,4.26,74.31,4.45,4.76,1.58,High,Medio,86.35,86.35,False,False
18,Male,1.84,3.24,7.18,64.49,1.59,4.71,2.87,Medium,Bajo,70.7,70.7,False,False
23,Other,2.7,5.18,7.26,68.9,1.64,6.11,3.41,Medium,Bajo,77.43,77.43,False,False
22,Female,7.99,9.69,4.88,86.83,0.64,9.42,1.43,High,Alto,78.18,78.18298312588541,False,True
23,Male,6.6,3.68,8.6,66.92,4.93,11.72,5.12,Low,Alto,49.84,49.84,False,False
21,Male,7.07,3.01,8.0,91.2,4.9,12.8,5.73,Low,Alto,41.24,41.24,False,False
24,Female,7.5,2.9,5.15,96.92,4.32,11.48,3.98,Low,Alto,30.13,30.13,False,False
20,Male,2.73,6.03,6.43,98.55,0.45,4.0,1.27,Medium,Bajo,83.32,83.32,False,False
18,Male,2.38,9.55,6.29,60.37,4.21,7.07,4.69,Medium,Bajo,95.99,95.99,False,False
18,Female,1.87,6.48,5.74,98.33,3.17,3.96,2.09,Medium,Bajo,88.85,88.85,False,False
16,Male,6.64,3.73,8.09,89.61,0.64,11.31,4.67,Low,Alto,56.55,56.55,False,False
23,Female,5.44,6.75,4.55,63.36,1.31,8.61,3.17,Low,Medio,49.92,49.92,False,False
17,Male,1.89,6.62,6.08,76.61,3.45,3.16,1.27,Medium,Bajo,82.08,82.08,False,False
18,Female,3.02,6.37,6.14,88.0,4.02,5.41,2.39,Medium,Medio,79.49,79.49,False,False
23,Male,4.05,2.43,6.34,98.27,4.24,7.19,3.14,Medium,Medio,62.49,62.49,False,False
23,Male,4.23,6.71,8.31,66.57,2.72,8.91,4.68,Medium,Medio,72.66,72.66,False,False
19,Male,7.11,4.87,5.09,65.11,2.67,8.78,1.67,Low,Alto,30.29,30.29,False,False
19,Female,3.04,1.17,4.51,78.89,3.42,5.48,2.44,Medium,Medio,39.41,39.41,False,False
20,Female,7.27,5.86,7.09,98.72,3.89,8.69,1.42,Low,Alto,47.31,47.31,False,False
21,Male,3.53,9.9,4.87,98.86,0.85,7.61,4.08,High,Medio,88.4,88.4,False,False
20,Female,5.97,4.15,4.37,69.12,3.7,9.34,3.37,Low,Alto,39.57,39.57,False,False
22,Female,7.36,9.58,6.06,72.77,1.71,13.09,5.73,Low,Alto,71.69,71.69241666345292,False,True
17,Other,7.26,1.87,5.1,96.32,1.92,11.96,4.7,Low,Alto,16.09,16.09,False,False
22,Male,0.46,7.59,5.81,89.39,0.39,5.35,4.89,High,Bajo,98.98,98.9839242766319,False,True
22,Female,1.65,2.03,5.3,98.89,2.94,3.47,1.82,Medium,Bajo,61.01,61.01,False,False
16,Male,3.82,3.46,4.46,95.73,0.47,6.15,2.33,Medium,Medio,52.43,52.43,False,False
22,Male,3.45,6.14,6.8,68.6,4.57,7.02,3.57,Medium,Medio,79.48,79.47566584894383,False,True
20,Other,5.13,6.34,4.14,90.39,3.1,6.2,1.07,Low,Medio,47.74,47.74,False,False
18,Female,7.14,7.53,8.33,61.94,4.95,12.91,5.77,Low,Alto,72.16,72.16168041890619,False,True
18,Male,0.9,6.54,5.71,92.71,1.23,5.79,4.89,Medium,Bajo,88.55,88.55,False,False
19,Male,3.61,6.34,7.48,84.06,3.4,4.9,1.29,Medium,Medio,76.27,76.27,False,False
17,Female,1.54,9.21,8.05,98.24,4.82,6.79,5.25,Medium,Bajo,100.0,100.0,False,False
17,Female,7.15,5.07,5.4,98.4,1.49,8.17,1.02,Low,Alto,38.13,38.13,False,False
16,Male,7.72,3.03,7.74,62.03,0.48,9.29,1.57,Low,Alto,23.28,23.28,False,False
20,Female,3.83,2.46,8.16,66.42,3.17,5.11,1.28,Medium,Medio,46.25,46.25,False,False
19,Male,0.83,4.6,5.21,79.37,1.83,4.23,3.4,Medium,Bajo,74.46,74.46,False,False
17,Male,6.28,7.41,8.96,95.18,1.37,11.2,4.92,Low,Alto,89.12,89.11573720651262,False,True
18,Female,5.58,1.38,4.1,92.58,4.97,7.47,1.89,Low,Alto,37.46,37.45601457706731,False,True
22,Male,2.84,2.16,5.09,98.57,3.77,7.7,4.86,Medium,Medio,52.37,52.37,False,False
22,Male,7.1,1.96,7.9,84.72,2.43,9.02,1.92,Low,Alto,24.56,24.56,False,False
19,Female,7.81,6.27,4.97,70.26,0.25,13.76,5.95,Low,Alto,32.64,32.64,False,False
20,Female,4.46,3.19,7.49,61.0,0.96,9.73,5.27,Medium,Medio,49.72,49.72,False,False
20,Male,4.53,2.5,8.28,68.92,1.49,9.22,4.69,Medium,Medio,46.64,46.64,False,False
21,Female,2.38,6.33,8.8,87.01,2.44,6.34,3.96,Medium,Bajo,89.67,89.67,False,False
24,Female,4.68,7.85,6.37,97.05,2.49,6.89,2.21,Medium,Medio,75.84,75.84,False,False
17,Male,3.52,3.99,8.86,72.84,0.12,5.12,1.6,Medium,Medio,64.31,64.31,False,False
20,Female,2.42,6.2,6.06,95.03,4.72,5.72,3.3,Medium,Bajo,75.09,75.09,False,False
18,Male,0.54,1.88,5.09,75.8,2.71,3.55,3.01,Medium,Bajo,54.97,54.97,False,False
19,Male,2.02,9.42,6.57,72.33,0.1,6.39,4.37,Medium,Bajo,99.01,99.01,False,False
21,Female,1.58,4.03,7.25,80.35,3.51,3.43,1.85,Medium,Bajo,78.79,78.79,False,False
23,Other,4.34,9.98,6.29,77.69,0.36,8.15,3.81,Medium,Medio,88.46,88.46,False,False
16,Male,4.81,9.81,6.83,96.55,3.61,9.28,4.47,Medium,Medio,91.09,91.09,False,False
23,Male,4.87,8.01,6.08,78.73,3.51,7.36,2.49,Medium,Medio,73.02,73.02,False,False
22,Female,3.11,1.18,6.62,71.09,4.92,8.01,4.9,Medium,Medio,41.79,41.79,False,False
16,Male,3.37,5.89,8.76,93.7,1.71,6.53,3.16,Medium,Medio,86.88,86.88,False,False
17,Male,6.67,1.78,6.5,99.95,0.72,8.48,1.81,Low,Alto,41.38,41.38,False,False
18,Male,3.81,9.06,5.27,85.93,0.46,5.78,1.97,High,Medio,85.4,85.4,False,False
16,Female,7.63,7.84,7.53,70.02,0.36,10.29,2.66,Low,Alto,59.15,59.14525840213293,False,True
24,Male,3.52,9.75,5.69,69.55,4.05,5.31,1.79,High,Medio,87.67,87.67,False,False
23,Male,5.2,6.48,8.08,62.31,3.59,9.01,3.81,Low,Medio,63.72,63.72,False,False
17,Female,0.4,5.7,4.28,63.09,4.88,6.15,5.75,Medium,Bajo,67.26,67.26,False,False
24,Female,5.23,5.67,5.66,96.6,1.55,10.71,5.48,Low,Medio,66.97,66.96671223711466,False,True
22,Female,6.81,4.48,4.47,63.86,4.02,9.43,2.62,Low,Alto,37.41,37.40572590195784,False,True
24,Male,7.54,5.22,4.43,79.37,0.47,12.86,5.32,Low,Alto,34.8,34.8,False,False
21,Female,7.98,6.72,7.29,87.92,4.52,13.75,5.77,Low,Alto,60.77,60.77043702320368,False,True
21,Male,2.26,9.4,5.93,94.01,0.26,4.73,2.47,High,Bajo,100.0,100.0,False,False
19,Male,4.6,6.36,8.36,66.85,3.94,10.13,5.53,Medium,Medio,70.1,70.1,False,False
17,Female,3.61,8.71,6.58,77.51,1.54,9.6,5.99,Medium,Medio,80.28,80.28,False,False
22,Male,4.51,8.77,5.48,70.06,0.91,9.5,4.99,High,Medio,86.25,86.25,False,False
20,Male,1.26,5.67,7.6,70.23,3.52,4.21,2.95,Medium,Bajo,76.37,76.37,False,False
21,Male,6.85,4.13,7.12,72.15,4.48,10.89,4.04,Low,Alto,37.34,37.34,False,False
17,Male,7.28,6.76,8.0,83.48,3.82,10.1,2.82,Low,Alto,51.19,51.19,False,False
20,Male,3.6,5.01,7.22,60.66,1.57,9.58,5.98,Medium,Medio,74.84,74.83632666406236,False,True
19,Other,2.24,1.73,4.84,76.35,1.77,3.58,1.34,Medium,Bajo,41.16,41.16,False,False
24,Male,1.13,4.4,7.35,67.47,0.95,6.6,5.47,Medium,Bajo,84.3,84.3,False,False
21,Male,5.47,9.95,5.96,98.68,4.12,6.84,1.37,High,Alto,100.0,99.99514458537568,False,True
17,Male,2.5,1.44,6.32,83.31,0.54,3.71,1.21,Medium,Bajo,67.02,67.02117237709824,False,True
16,Female,7.23,7.22,8.55,94.72,4.52,12.98,5.75,Low,Alto,74.13,74.12860887135716,False,True
20,Female,5.37,8.57,5.8,67.83,3.01,10.71,5.34,High,Medio,89.34,89.33748398847271,False,True
24,Male,5.17,6.84,7.06,92.4,2.94,7.98,2.81,Low,Medio,68.06,68.06,False,False
21,Female,4.48,6.13,5.82,76.59,4.19,10.27,5.79,Medium,Medio,69.0,69.0,False,False
22,Male,0.37,7.37,4.47,67.11,3.34,5.68,5.31,High,Bajo,81.11,81.11,False,False
20,Male,7.46,4.86,6.27,90.45,1.52,12.97,5.51,Low,Alto,41.81,41.81,False,False
21,Male,5.02,1.82,6.99,90.48,1.75,9.0,3.98,Low,Medio,48.17,48.17,False,False
20,Male,7.73,9.39,5.87,99.84,0.87,13.74,6.01,Low,Alto,84.1,84.09663563832972,False,True
24,Male,4.3,4.89,5.95,91.24,2.32,9.35,5.05,Medium,Medio,58.73,58.73,False,False
21,Female,5.68,6.99,8.1,65.81,0.55,11.38,5.7,Low,Alto,64.56,64.56,False,False
23,Male,0.45,5.78,4.15,72.9,3.27,2.86,2.41,Medium,Bajo,67.26,67.26,False,False
17,Female,5.05,1.49,5.48,78.07,0.85,8.71,3.66,Low,Medio,35.16,35.16,False,False
24,Male,5.93,9.27,7.8,65.07,4.32,11.46,5.53,Low,Alto,86.58,86.58191783436553,False,True
20,Male,6.23,8.13,8.6,91.52,3.5,10.13,3.9,Low,Alto,87.67,87.66638063005834,False,True
22,Male,6.16,2.34,6.06,81.07,4.46,11.17,5.01,Low,Alto,33.04,33.04,False,False
16,Female,1.81,9.83,8.44,97.78,0.44,7.68,5.87,Medium,Bajo,100.0,107.21567995913912,True,True
20,Male,7.8,7.63,4.99,83.57,3.99,12.82,5.02,High,Alto,60.69,60.68911539561161,False,True
17,Female,7.96,5.25,5.11,80.92,4.4,10.54,2.58,Low,Alto,42.98,42.97939902410722,False,True
21,Male,0.6,6.5,8.23,62.86,0.22,2.19,1.59,Medium,Bajo,93.46,93.46,False,False
16,Male,7.49,1.96,8.52,65.97,5.0,9.85,2.36,Low,Alto,22.56,22.56,False,False
18,Male,2.32,6.04,5.11,93.98,1.5,6.63,4.31,Medium,Bajo,81.36,81.36,False,False
20,Male,5.51,1.66,4.3,99.63,1.06,6.56,1.05,Low,Alto,33.7,33.7,False,False
19,Male,2.7,5.9,4.45,76.61,2.07,4.65,1.95,Medium,Bajo,61.23,61.23,False,False
18,Male,7.74,5.97,5.31,92.4,0.04,10.37,2.63,Low,Alto,40.48,40.48,False,False
20,Female,0.81,8.87,7.81,85.1,4.43,6.19,5.38,Medium,Bajo,100.0,106.0673636142916,True,True
23,Male,3.98,7.53,6.55,98.36,1.34,5.24,1.26,Medium,Medio,92.49,92.49,False,False
19,Female,3.42,3.25,6.28,69.53,2.61,4.67,1.25,Medium,Medio,50.73,50.73,False,False
16,Male,2.61,9.0,6.92,81.79,3.12,6.37,3.76,Medium,Bajo,100.0,108.2185052955182,True,True
22,Female,5.16,6.16,8.45,76.35,3.96,7.05,1.89,Low,Medio,76.73,76.73,False,False
23,Female,1.05,6.46,4.45,81.67,1.25,3.26,2.21,Medium,Bajo,79.3,79.3,False,False
18,Male,5.73,2.52,7.47,70.75,3.59,7.65,1.92,Low,Alto,40.19,40.19,False,False
21,Male,7.16,7.96,7.88,79.91,0.59,11.75,4.59,Low,Alto,94.69,94.69156922472176,False,True
17,Female,6.44,9.38,5.07,84.99,3.52,7.72,1.28,High,Alto,75.68,75.6799363668916,False,True
22,Female,6.87,7.96,8.17,63.25,4.6,12.58,5.71,Low,Alto,75.03,75.03134505425542,False,True
23,Male,2.88,9.47,7.49,89.72,0.43,4.5,1.62,Medium,Medio,100.0,100.0,False,False
21,Male,2.6,3.72,4.07,88.26,0.58,8.36,5.76,Medium,Bajo,58.51,58.51,False,False
21,Female,4.14,8.75,5.16,95.22,2.79,9.03,4.89,High,Medio,85.65,85.65,False,False
20,Male,0.37,5.4,7.03,77.03,0.23,5.51,5.14,Medium,Bajo,85.91,85.91,False,False
23,Female,7.56,2.48,6.51,62.47,0.94,9.42,1.86,Low,Alto,24.39,24.39,False,False
16,Male,1.15,7.02,6.64,78.46,0.95,5.5,4.35,Medium,Bajo,95.02,95.02,False,False
19,Male,7.22,7.16,5.16,65.5,2.41,12.31,5.09,High,Alto,58.61,58.61184873780006,False,True
19,Female,0.67,3.58,7.38,85.9,1.24,4.46,3.79,Medium,Bajo,78.65,78.65,False,False
18,Female,6.58,1.25,5.33,61.89,2.38,10.34,3.76,Low,Alto,29.16,29.155526402746,False,True
18,Male,1.22,2.8,5.95,74.96,2.61,3.02,1.8,Medium,Bajo,68.39,68.39,False,False
19,Male,0.31,4.6,5.84,63.31,3.65,3.38,3.07,Medium,Bajo,74.8,74.8,False,False
16,Female,5.76,2.51,7.36,60.13,4.73,7.51,1.75,Low,Alto,27.03,27.03,False,False
17,Female,2.24,2.75,4.45,98.42,2.52,8.1,5.86,Medium,Bajo,56.22,56.22,False,False
24,Male,5.72,4.52,5.03,99.85,1.78,10.14,4.42,Low,Alto,43.77,43.77,False,False
17,Female,4.44,9.66,5.0,82.22,1.29,5.68,1.24,High,Medio,83.99,83.99,False,False
20,Female,0.87,7.88,4.54,69.56,3.17,4.25,3.38,High,Bajo,91.82,91.82,False,False
24,Female,7.46,3.88,5.04,96.44,4.71,11.65,4.19,Low,Alto,25.16,25.16,False,False
24,Female,3.62,9.56,7.04,96.92,3.82,5.1,1.48,Medium,Medio,100.0,100.0,False,False
23,Male,5.88,6.81,7.66,94.18,1.03,10.2,4.32,Low,Alto,71.21,71.21,False,False
16,Female,4.01,5.1,7.3,81.77,4.47,5.9,1.89,Medium,Medio,72.73,72.73,False,False
16,Female,4.83,5.21,6.38,62.99,3.68,7.87,3.04,Medium,Medio,59.59,59.59,False,False
24,Male,2.42,4.7,4.26,63.54,0.64,6.55,4.13,Medium,Bajo,66.75,66.75,False,False
23,Male,1.6,3.1,8.8,95.86,3.56,4.43,2.83,Medium,Bajo,86.42,86.42,False,False
24,Male,4.34,4.48,4.84,95.03,1.45,7.24,2.9,Medium,Medio,52.31,52.31,False,False
22,Female,3.52,5.75,7.34,77.38,2.46,8.74,5.22,Medium,Medio,78.93,78.93,False,False
18,Male,3.12,5.75,8.56,73.13,1.5,5.67,2.55,Medium,Medio,66.3,66.3,False,False
18,Female,5.38,7.86,7.49,85.76,0.42,9.66,4.28,Low,Medio,80.56,80.56356282670748,False,True
17,Female,5.52,4.23,5.09,92.28,3.84,10.77,5.25,Low,Alto,44.58,44.58,False,False
20,Female,0.37,7.45,5.58,89.27,4.14,2.13,1.76,High,Bajo,82.83,82.83,False,False
18,Female,2.71,6.2,4.15,84.62,1.16,3.94,1.23,Medium,Bajo,78.68,78.68,False,False
21,Other,3.29,9.66,7.06,69.26,1.2,8.42,5.13,Medium,Medio,100.0,100.0,False,False
17,Male,0.78,4.47,7.06,70.5,2.15,4.54,3.76,Medium,Bajo,77.09,77.09,False,False
18,Female,1.89,9.11,7.63,88.96,4.06,7.03,5.14,Medium,Bajo,100.0,100.0,False,False
20,Male,0.41,8.39,4.05,92.1,0.39,2.48,2.07,High,Bajo,95.48,95.48,False,False
16,Female,7.97,6.74,8.09,64.65,4.04,13.13,5.16,Low,Alto,51.51,51.51,False,False
16,Male,5.89,6.89,7.69,67.49,4.61,7.37,1.48,Low,Alto,70.07,70.07,False,False
24,Other,0.7,1.76,4.7,87.22,2.81,6.12,5.42,Medium,Bajo,47.12,47.12,False,False
22,Female,0.16,9.55,5.74,75.56,0.3,5.27,5.11,High,Bajo,100.0,100.0,False,False
16,Female,5.75,1.96,7.19,82.53,1.35,9.59,3.84,Low,Alto,43.35,43.35,False,False
23,Male,3.51,6.07,6.48,84.59,0.56,7.55,4.04,Medium,Medio,71.61,71.61,False,False
18,Male,6.29,3.97,4.58,91.05,1.3,9.02,2.73,Low,Alto,36.75,36.75,False,False
23,Female,7.39,4.87,4.44,92.23,4.06,9.4,2.01,Low,Alto,30.59,30.59,False,False
20,Male,4.79,6.49,7.91,71.2,0.28,8.07,3.28,Medium,Medio,72.53,72.53,False,False
16,Female,1.5,9.18,4.78,81.65,1.42,5.79,4.29,High,Bajo,100.0,100.0,False,False
22,Male,6.26,5.12,4.86,64.94,2.58,12.25,5.99,Low,Alto,39.3,39.3,False,False
20,Female,6.85,8.85,7.3,93.68,4.37,12.74,5.89,Low,Alto,81.55,81.54933795554894,False,True
21,Male,4.64,6.34,7.06,93.82,1.25,7.81,3.17,Medium,Medio,81.3,81.3,False,False
21,Female,5.46,2.44,7.02,71.98,3.89,10.18,4.72,Low,Medio,35.89,35.89,False,False
23,Female,2.7,2.71,6.4,66.42,2.92,4.24,1.54,Medium,Bajo,55.68,55.68,False,False
24,Male,3.05,7.44,6.84,62.8,3.38,6.13,3.08,Medium,Medio,91.6,91.59888154329444,False,True
17,Male,5.88,1.45,7.01,83.0,4.31,9.0,3.12,Low,Alto,24.57,24.57,False,False
24,Male,7.42,5.32,8.84,63.66,0.13,13.41,5.99,Low,Alto,47.63,47.63,False,False
24,Female,5.03,2.33,5.11,87.22,2.65,7.99,2.96,Low,Medio,44.29,44.29,False,False
22,Female,6.32,4.9,5.07,87.13,3.74,7.74,1.42,Low,Alto,43.97,43.97,False,False
16,Female,1.37,7.75,4.29,84.56,4.42,2.71,1.34,High,Bajo,95.32,95.32,False,False
22,Female,1.7,5.13,7.29,95.06,0.66,6.19,4.49,Medium,Bajo,85.63,85.63,False,False
20,Male,4.26,2.47,6.75,75.13,1.71,6.71,2.45,Medium,Medio,52.04,52.04,False,False
21,Male,1.41,3.27,4.56,96.09,0.39,6.75,5.34,Medium,Bajo,62.65,62.65,False,False
22,Male,5.08,4.31,5.82,61.48,4.17,8.49,3.41,Low,Medio,44.58,44.58,False,False
20,Male,2.33,1.63,4.89,64.51,4.29,4.98,2.65,Medium,Bajo,47.75,47.75,False,False
22,Other,6.33,6.26,5.66,76.49,2.42,11.13,4.8,Low,Alto,57.19,57.19,False,False
24,Female,6.46,6.47,8.76,83.76,0.1,9.55,3.09,Low,Alto,59.65,59.65,False,False
18,Male,3.71,1.56,7.42,61.3,0.51,8.4,4.69,Medium,Medio,42.07,42.07,False,False
23,Female,1.45,4.62,4.04,82.7,3.12,6.02,4.57,Medium,Bajo,67.2,67.2,False,False
17,Female,5.17,4.73,5.26,72.3,4.91,9.79,4.62,Low,Medio,53.5,53.5,False,False
22,Male,7.94,4.0,4.05,95.49,4.19,13.23,5.29,Low,Alto,23.73,23.73,False,False
17,Male,4.98,6.02,7.57,81.33,3.99,10.22,5.24,Medium,Medio,69.31,69.31,False,False
19,Male,0.29,4.11,6.35,83.52,2.09,4.61,4.32,Medium,Bajo,77.21,77.21,False,False
22,Female,0.14,4.75,8.97,97.82,4.93,5.92,5.78,Medium,Bajo,87.55,87.55,False,False
18,Other,2.56,8.18,7.67,90.57,4.12,3.66,1.1,Medium,Bajo,100.0,100.0,False,False
17,Female,1.57,2.46,6.59,77.53,1.68,7.22,5.65,Medium,Bajo,60.39,60.39,False,False
22,Male,6.5,6.57,8.02,79.08,3.74,8.24,1.74,Low,Alto,59.63,59.63,False,False
16,Male,6.76,5.55,7.52,85.92,2.16,8.82,2.06,Low,Alto,51.79,51.79,False,False
23,Female,2.07,3.75,5.22,68.01,3.3,7.16,5.09,Medium,Bajo,60.25,60.25,False,False
18,Female,2.61,7.55,6.65,63.55,4.85,5.61,3.0,Medium,Bajo,78.57,78.57,False,False
17,Female,1.89,5.96,6.78,72.45,1.23,5.02,3.13,Medium,Bajo,88.71,88.71083239353973,False,True
18,Female,7.27,5.3,6.26,91.14,3.98,9.58,2.31,Low,Alto,46.6,46.6,False,False
20,Male,4.02,7.01,4.9,70.29,2.95,6.14,2.12,High,Medio,73.55,73.55,False,False
23,Female,5.25,8.22,5.12,65.23,4.75,6.78,1.53,High,Medio,81.62,81.61570432256728,False,True
22,Female,3.32,9.75,5.41,68.76,0.67,5.3,1.98,High,Medio,94.32,94.32,False,False
22,Male,5.05,6.66,4.05,87.16,3.6,8.88,3.83,Low,Medio,48.99,48.99,False,False
22,Female,3.09,8.87,8.58,84.56,0.19,7.62,4.53,Medium,Medio,100.0,100.0,False,False
23,Male,2.72,1.01,7.43,87.53,1.23,7.41,4.69,Medium,Bajo,48.78,48.78,False,False
16,Male,5.08,5.77,7.45,72.88,1.6,7.93,2.85,Low,Medio,60.34,60.34,False,False
19,Male,4.73,2.93,6.86,96.03,2.16,10.34,5.61,Medium,Medio,68.75,68.74660069135095,False,True
21,Male,2.35,1.85,7.45,78.07,4.83,4.99,2.64,Medium,Bajo,57.97,57.97,False,False
24,Male,1.19,5.79,8.91,80.55,0.34,2.75,1.56,Medium,Bajo,93.2,93.2,False,False
17,Male,2.95,7.72,5.93,97.95,0.84,8.68,5.73,High,Medio,92.9,92.904455481107,False,True
16,Female,3.32,4.71,7.56,99.17,1.02,7.02,3.7,Medium,Medio,69.24,69.24,False,False
17,Male,5.03,7.03,5.8,86.46,2.12,10.89,5.86,High,Medio,88.73,88.73324417570574,False,True
22,Male,7.32,5.41,8.27,97.79,0.3,10.29,2.97,Low,Alto,53.59,53.59,False,False
18,Male,0.29,4.93,8.29,81.66,4.83,5.08,4.79,Medium,Bajo,90.27,90.27,False,False
17,Female,1.95,3.61,8.51,72.29,2.8,3.5,1.55,Medium,Bajo,85.54,85.54,False,False
22,Male,1.55,4.44,4.03,72.6,4.07,6.82,5.27,Medium,Bajo,59.41,59.41,False,False
17,Male,4.02,4.15,5.49,82.36,3.86,5.87,1.85,Medium,Medio,58.43,58.43,False,False
18,Female,3.44,6.82,4.67,84.2,3.3,4.78,1.34,Medium,Medio,64.43,64.43,False,False
22,Female,5.83,2.04,6.27,77.58,4.52,7.32,1.49,Low,Alto,34.61,34.61,False,False
19,Female,1.94,1.83,6.48,95.35,4.51,5.73,3.79,Medium,Bajo,59.23,59.23,False,False
16,Female,4.76,6.94,5.28,77.07,0.64,7.22,2.46,Medium,Medio,58.38,58.38,False,False
20,Male,7.07,5.92,7.62,70.94,4.51,12.87,5.8,Low,Alto,67.54,67.54163031237745,False,True
24,Female,7.29,4.87,5.35,60.32,2.62,12.55,5.26,Low,Alto,40.09,40.09,False,False
23,Male,7.67,2.37,8.27,98.82,1.34,12.69,5.02,Low,Alto,30.92,30.92,False,False
24,Male,6.19,4.7,4.89,92.97,3.04,11.24,5.05,Low,Alto,54.36,54.36,False,False
24,Male,7.25,8.11,5.84,84.62,1.4,12.7,5.45,High,Alto,63.49,63.48689553342393,False,True
22,Female,1.88,9.01,7.11,93.22,2.4,7.21,5.33,Medium,Bajo,100.0,100.0,False,False
19,Male,1.58,7.32,7.03,92.41,4.08,7.22,5.64,Medium,Bajo,100.0,100.0,False,False
20,Female,0.05,1.54,4.39,97.27,0.16,5.72,5.67,Medium,Bajo,68.3,68.2956929762645,False,True
16,Female,5.65,7.03,8.23,75.44,0.92,8.14,2.49,Low,Alto,87.66,87.6595224598915,False,True
16,Male,7.5,3.17,6.99,82.19,4.78,9.6,2.1,Low,Alto,22.11,22.11,False,False
18,Female,1.5,3.84,8.35,63.95,2.23,5.72,4.22,Medium,Bajo,71.24,71.24,False,False
23,Female,5.1,2.76,8.34,98.61,1.52,6.72,1.62,Low,Medio,61.15,61.15,False,False
17,Female,5.97,7.98,6.73,99.41,4.62,8.03,2.06,Low,Alto,81.11,81.11052813966327,False,True
19,Male,7.42,6.84,8.55,91.56,4.56,12.28,4.86,Low,Alto,67.38,67.38,False,False
17,Female,5.17,6.51,8.24,78.16,0.22,9.42,4.25,Low,Medio,70.14,70.14,False,False
20,Male,7.58,6.84,8.58,79.86,1.81,12.01,4.43,Low,Alto,62.15,62.15063364626516,False,True
24,Female,2.76,3.13,8.25,77.41,4.56,8.51,5.75,Medium,Bajo,59.24,59.24,False,False
16,Female,2.8,5.0,8.11,71.73,0.9,7.14,4.34,Medium,Bajo,76.86,76.86,False,False
